country	field	tok	kind	p
US	name	macdonald	distinctive	1.0
US	name	walter	distinctive	1.0
US	name	bender	distinctive	1.0
US	name	friedman	distinctive	1.0
US	name	arellano	distinctive	1.0
US	name	mcmillan	distinctive	1.0
US	name	gabriel	distinctive	1.0
US	name	rosas	distinctive	1.0
US	name	galindo	distinctive	1.0
US	name	woodard	distinctive	1.0
US	name	mcintyre	distinctive	1.0
US	name	clements	distinctive	1.0
INDIA	name	ruby	distinctive	1.0
INDIA	name	hisar	place	1.0
INDIA	name	dhirubhbhadhi	distinctive	1.0
INDIA	name	ansh	distinctive	1.0
INDIA	name	bhiwandi	place	1.0
INDIA	name	aditi	distinctive	1.0
INDIA	name	foundry	generic_business	1.0
INDIA	name	poddar	distinctive	1.0
INDIA	name	esolutions	generic_business	1.0
US	name	anthony	distinctive	1.0
US	name	quintana	distinctive	1.0
US	name	mosley	distinctive	1.0
US	name	jaramillo	distinctive	1.0
FRANCE	addr	bossuet	distinctive	1.0
INDIA	name	parth	distinctive	1.0
FRANCE	name	voltaire	distinctive	1.0
FRANCE	addr	lafontaine	distinctive	1.0
FRANCE	addr	stehelin	distinctive	1.0
FRANCE	addr	ghesquieres	distinctive	1.0
INDIA	name	soni	distinctive	1.0
FRANCE	name	benoit	distinctive	1.0
FRANCE	name	langevin	distinctive	1.0
US	name	leone	distinctive	1.0
US	name	calhoun	distinctive	1.0
US	name	mcclain	distinctive	1.0
US	addr	il	state_or_region	1.0
US	addr	oh	state_or_region	1.0
US	addr	lane	street_type	1.0
US	addr	nc	state_or_region	1.0
US	addr	ny	state_or_region	1.0
US	addr	tx	state_or_region	1.0
US	addr	unit	unit_or_building	1.0
US	addr	avenue	street_type	1.0
FRANCE	name	docteur	title	1.0
US	addr	mn	state_or_region	1.0
US	addr	wi	state_or_region	1.0
US	addr	al	state_or_region	1.0
US	addr	illinois	state_or_region	1.0
US	addr	ca	state_or_region	1.0
US	addr	drive	street_type	1.0
US	addr	road	street_type	1.0
US	addr	street	street_type	1.0
US	addr	md	state_or_region	1.0
US	addr	virginia	state_or_region	1.0
US	addr	ma	state_or_region	1.0
US	addr	az	state_or_region	1.0
FRANCE	addr	flammarion	distinctive	1.0
FRANCE	name	eric	distinctive	1.0
INDIA	name	rajesh	distinctive	1.0
INDIA	name	reddy	distinctive	1.0
US	addr	mo	state_or_region	1.0
US	addr	kansas	state_or_region	1.0
US	addr	chicago	city_or_town	1.0
US	addr	apt	unit_or_building	1.0
US	addr	cir	street_type	1.0
US	addr	north	direction_or_connector	1.0
US	addr	va	state_or_region	1.0
US	addr	tn	state_or_region	1.0
US	addr	arizona	state_or_region	1.0
US	addr	massachusetts	state_or_region	1.0
US	addr	ar	state_or_region	1.0
US	addr	tennessee	state_or_region	1.0
US	addr	or	state_or_region	1.0
US	addr	ky	state_or_region	1.0
INDIA	name	rao	distinctive	1.0
INDIA	name	devendra	distinctive	1.0
INDIA	name	vivek	distinctive	1.0
FRANCE	name	opale	distinctive	1.0
US	addr	maryland	state_or_region	1.0
US	addr	boulevard	street_type	1.0
US	addr	ia	state_or_region	1.0
US	addr	west	direction_or_connector	1.0
US	addr	ut	state_or_region	1.0
US	addr	ok	state_or_region	1.0
FRANCE	addr	sarah	distinctive	1.0
FRANCE	addr	watteau	distinctive	1.0
FRANCE	addr	gide	distinctive	1.0
INDIA	name	goel	distinctive	1.0
INDIA	name	ananta	distinctive	1.0
FRANCE	name	ky	distinctive	1.0
FRANCE	name	chirurgie	generic_business	1.0
INDIA	name	naman	distinctive	1.0
INDIA	name	muskan	distinctive	1.0
INDIA	name	durgapur	place	1.0
INDIA	name	radhe	distinctive	1.0
FRANCE	addr	danel	distinctive	1.0
US	addr	minnesota	state_or_region	1.0
US	addr	oregon	state_or_region	1.0
US	addr	wisconsin	state_or_region	1.0
US	addr	ks	state_or_region	1.0
US	addr	wv	state_or_region	1.0
US	addr	california	state_or_region	1.0
US	addr	pa	state_or_region	1.0
US	addr	south	direction_or_connector	1.0
US	addr	arkansas	state_or_region	1.0
INDIA	name	aastha	distinctive	1.0
INDIA	name	dhirin	distinctive	1.0
INDIA	name	vava	distinctive	1.0
INDIA	name	avani	distinctive	1.0
INDIA	name	ankit	distinctive	1.0
INDIA	name	rishabh	distinctive	1.0
INDIA	name	jalandhar	place	1.0
INDIA	name	srinivasa	distinctive	1.0
INDIA	name	moradabad	place	1.0
INDIA	name	pranav	distinctive	1.0
US	addr	east	direction_or_connector	1.0
US	addr	highway	street_type	1.0
US	addr	missouri	state_or_region	1.0
FRANCE	addr	chevreul	distinctive	1.0
FRANCE	addr	bougainville	distinctive	1.0
INDIA	name	arham	distinctive	1.0
FRANCE	addr	buffon	distinctive	1.0
FRANCE	addr	luc	distinctive	1.0
INDIA	name	mahaveer	distinctive	1.0
FRANCE	name	finances	generic_business	1.0
FRANCE	addr	therese	distinctive	1.0
FRANCE	addr	dupont	distinctive	1.0
FRANCE	addr	jouhaux	distinctive	1.0
FRANCE	addr	robespierre	distinctive	1.0
FRANCE	addr	schoelcher	distinctive	1.0
INDIA	name	aparna	distinctive	1.0
INDIA	name	venkateswara	distinctive	1.0
FRANCE	name	thomas	distinctive	1.0
INDIA	name	anu	distinctive	1.0
INDIA	name	manas	distinctive	1.0
INDIA	name	sundaram	distinctive	1.0
INDIA	name	devika	distinctive	1.0
INDIA	name	bhavya	distinctive	1.0
FRANCE	addr	maginot	distinctive	1.0
FRANCE	addr	mistral	distinctive	1.0
FRANCE	addr	brunet	distinctive	1.0
INDIA	name	kanchan	distinctive	1.0
FRANCE	name	fanny	distinctive	1.0
INDIA	name	mahalakshmi	distinctive	1.0
INDIA	name	pegasus	distinctive	1.0
INDIA	name	siva	distinctive	1.0
FRANCE	addr	verhaeren	distinctive	1.0
FRANCE	addr	verlaine	distinctive	1.0
FRANCE	addr	gerard	distinctive	1.0
FRANCE	addr	rodin	distinctive	1.0
FRANCE	addr	augereau	distinctive	1.0
FRANCE	addr	eyquems	distinctive	1.0
FRANCE	addr	benoit	distinctive	1.0
FRANCE	addr	christophe	distinctive	1.0
US	addr	vt	state_or_region	1.0
INDIA	name	valaji	distinctive	1.0
INDIA	name	kusum	distinctive	1.0
INDIA	name	madhu	distinctive	1.0
INDIA	name	raviraj	distinctive	1.0
INDIA	name	hospitalities	generic_business	1.0
FRANCE	addr	monge	distinctive	1.0
FRANCE	addr	trystram	distinctive	1.0
FRANCE	addr	urville	distinctive	1.0
FRANCE	addr	bayard	distinctive	1.0
FRANCE	addr	francisco	distinctive	1.0
FRANCE	addr	candau	distinctive	1.0
FRANCE	addr	newton	distinctive	1.0
FRANCE	addr	stephenson	distinctive	1.0
FRANCE	addr	leveque	distinctive	1.0
FRANCE	addr	casimir	distinctive	1.0
FRANCE	addr	vigneau	distinctive	1.0
INDIA	name	kothari	distinctive	1.0
INDIA	name	devraj	distinctive	1.0
FRANCE	addr	mangin	distinctive	1.0
INDIA	name	manglam	distinctive	1.0
FRANCE	name	stella	distinctive	1.0
FRANCE	name	guy	distinctive	1.0
FRANCE	name	marc	distinctive	1.0
INDIA	name	helios	distinctive	1.0
INDIA	name	agrawal	distinctive	1.0
INDIA	name	arora	distinctive	1.0
INDIA	name	rohtak	place	1.0
INDIA	name	sourcing	generic_business	1.0
INDIA	name	tirupur	place	1.0
INDIA	name	chirag	distinctive	1.0
INDIA	name	kripa	distinctive	1.0
INDIA	name	shraddha	distinctive	1.0
FRANCE	name	chrysalide	distinctive	1.0
FRANCE	addr	vernet	distinctive	1.0
FRANCE	addr	jammes	distinctive	1.0
FRANCE	addr	sanchez	distinctive	1.0
FRANCE	addr	austerlitz	distinctive	1.0
FRANCE	addr	frantz	distinctive	1.0
FRANCE	addr	bernhardt	distinctive	1.0
FRANCE	addr	speybrock	distinctive	1.0
FRANCE	addr	gaume	distinctive	1.0
US	addr	maine	state_or_region	1.0
FRANCE	addr	hermant	distinctive	1.0
FRANCE	addr	jemmapes	distinctive	1.0
FRANCE	addr	rabelais	distinctive	1.0
FRANCE	addr	francin	distinctive	1.0
US	addr	ak	state_or_region	1.0
FRANCE	addr	sarrail	distinctive	1.0
INDIA	name	natraj	distinctive	1.0
INDIA	name	vedant	distinctive	1.0
INDIA	name	naveen	distinctive	1.0
INDIA	name	calicut	place	1.0
INDIA	name	vani	distinctive	1.0
INDIA	name	goa	place	1.0
FRANCE	addr	notebart	distinctive	1.0
FRANCE	addr	fitzgerald	distinctive	1.0
FRANCE	addr	raoul	distinctive	1.0
FRANCE	addr	rosa	distinctive	1.0
FRANCE	addr	winoc	distinctive	1.0
FRANCE	addr	madran	distinctive	1.0
FRANCE	addr	eloi	distinctive	1.0
INDIA	name	vibgyor	distinctive	1.0
INDIA	name	ekta	distinctive	1.0
INDIA	name	sita	distinctive	1.0
INDIA	name	gemini	distinctive	1.0
INDIA	name	shreya	distinctive	1.0
INDIA	name	venkateshwara	distinctive	1.0
INDIA	name	rohan	distinctive	1.0
INDIA	name	varad	distinctive	1.0
INDIA	name	rai	distinctive	1.0
INDIA	name	rohit	distinctive	1.0
INDIA	name	amravati	place	1.0
INDIA	name	meera	distinctive	1.0
INDIA	name	bhaskar	distinctive	1.0
INDIA	name	swarna	distinctive	1.0
INDIA	name	tiger	distinctive	1.0
FRANCE	name	leonard	distinctive	1.0
FRANCE	addr	oscar	distinctive	1.0
FRANCE	addr	lafitte	distinctive	1.0
FRANCE	addr	etchenique	distinctive	1.0
FRANCE	addr	bauducheu	distinctive	1.0
FRANCE	addr	arnozan	distinctive	1.0
FRANCE	addr	massenet	distinctive	1.0
FRANCE	addr	durand	distinctive	1.0
FRANCE	addr	francoise	distinctive	1.0
US	addr	ga	state_or_region	1.0
INDIA	name	monarch	distinctive	1.0
INDIA	name	exporters	generic_business	1.0
INDIA	name	neha	distinctive	1.0
INDIA	name	sarthak	distinctive	1.0
INDIA	name	indra	distinctive	1.0
US	addr	suite	unit_or_building	1.0
FRANCE	addr	franchet	distinctive	1.0
FRANCE	addr	dalby	distinctive	1.0
FRANCE	addr	leroy	distinctive	1.0
FRANCE	addr	magudas	distinctive	1.0
FRANCE	addr	launay	distinctive	1.0
FRANCE	name	suzanne	distinctive	1.0
FRANCE	name	raymond	distinctive	1.0
US	addr	pkwy	street_type	1.0
US	addr	floor	unit_or_building	1.0
FRANCE	addr	jacquart	distinctive	1.0
FRANCE	addr	mondenard	distinctive	1.0
FRANCE	addr	dassault	distinctive	1.0
FRANCE	addr	beauregard	distinctive	1.0
FRANCE	addr	lalanne	distinctive	1.0
INDIA	name	paul	distinctive	1.0
INDIA	name	ayush	distinctive	1.0
FRANCE	name	management	generic_business	1.0
FRANCE	addr	john	distinctive	1.0
FRANCE	addr	hakeim	distinctive	1.0
FRANCE	addr	sauvageau	distinctive	1.0
FRANCE	addr	martyn	distinctive	1.0
FRANCE	addr	johnston	distinctive	1.0
INDIA	name	sunny	distinctive	1.0
INDIA	name	pashupati	distinctive	1.0
INDIA	name	amber	distinctive	1.0
INDIA	name	swan	distinctive	1.0
INDIA	name	devesh	distinctive	1.0
INDIA	name	manish	distinctive	1.0
INDIA	name	aries	distinctive	1.0
INDIA	name	bajaj	distinctive	1.0
FRANCE	addr	segur	distinctive	1.0
FRANCE	addr	ousteau	distinctive	1.0
FRANCE	addr	collache	distinctive	1.0
FRANCE	addr	cocteau	distinctive	1.0
INDIA	name	singhal	distinctive	1.0
INDIA	name	vasudha	distinctive	1.0
INDIA	name	ananya	distinctive	1.0
INDIA	name	jalgaon	place	1.0
INDIA	name	swati	distinctive	1.0
INDIA	name	chaitanya	distinctive	1.0
FRANCE	addr	ave	street_type	1.0
US	name	pllc	legal_form	1.0
US	name	smith	distinctive	1.0
FRANCE	addr	chem	street_type	1.0
US	name	lp	legal_form	1.0
US	name	clinic	generic_business	1.0
US	name	services	generic_business	1.0
US	name	east	place	1.0
FRANCE	name	restauration	generic_business	1.0
FRANCE	name	henri	distinctive	1.0
FRANCE	addr	bldg	unit_or_building	1.0
FRANCE	addr	fl	unit_or_building	1.0
FRANCE	addr	apt	unit_or_building	1.0
FRANCE	name	mgmt	generic_business	1.0
FRANCE	name	s	place	1.0
US	name	specialists	generic_business	0.99
US	name	care	generic_business	0.99
FRANCE	name	recherche	generic_business	0.99
FRANCE	addr	des	direction_or_connector	0.99
FRANCE	addr	du	direction_or_connector	0.99
FRANCE	addr	aquitaine	state_or_region	0.99
FRANCE	name	cafe	generic_business	0.99
FRANCE	name	bar	generic_business	0.99
FRANCE	name	organisation	generic_business	0.99
INDIA	name	dhijidhdhal	distinctive	0.99
INDIA	name	maheshwari	distinctive	0.99
FRANCE	name	experts	generic_business	0.99
INDIA	name	kunj	distinctive	0.99
FRANCE	addr	chauviniere	distinctive	0.99
INDIA	name	ambala	place	0.99
FRANCE	addr	maurian	distinctive	0.99
FRANCE	addr	coquelicots	distinctive	0.99
US	addr	wy	state_or_region	0.99
INDIA	name	ved	distinctive	0.99
INDIA	name	tambaram	place	0.99
FRANCE	addr	retz	distinctive	0.99
FRANCE	addr	antin	distinctive	0.99
FRANCE	addr	aragon	distinctive	0.99
FRANCE	addr	delcluze	distinctive	0.99
INDIA	name	viva	distinctive	0.99
FRANCE	addr	esperey	distinctive	0.99
FRANCE	addr	landreau	distinctive	0.99
FRANCE	addr	brazza	distinctive	0.99
FRANCE	addr	marzac	distinctive	0.99
FRANCE	addr	marlot	distinctive	0.99
INDIA	name	agra	place	0.99
FRANCE	addr	gironde	state_or_region	0.99
FRANCE	addr	la	direction_or_connector	0.99
INDIA	addr	hwy	street_type	0.99
US	name	school	generic_business	0.99
FRANCE	name	commercants	generic_business	0.99
FRANCE	name	sports	generic_business	0.99
FRANCE	name	ecoles	generic_business	0.99
US	name	institute	generic_business	0.99
US	name	dentistry	generic_business	0.99
INDIA	name	blek	distinctive	0.99
INDIA	name	damodar	distinctive	0.99
FRANCE	addr	cartigny	distinctive	0.99
INDIA	name	morbi	place	0.99
INDIA	name	bhawani	distinctive	0.99
US	addr	sc	state_or_region	0.99
INDIA	name	trexim	distinctive	0.99
INDIA	name	bikaner	place	0.99
INDIA	name	ujjain	place	0.99
INDIA	name	nandini	distinctive	0.99
FRANCE	addr	millet	distinctive	0.99
FRANCE	addr	druon	distinctive	0.99
INDIA	name	chakra	distinctive	0.99
INDIA	name	bhalaji	distinctive	0.99
INDIA	name	mall	generic_business	0.99
INDIA	name	anubhav	distinctive	0.99
INDIA	name	lighting	generic_business	0.99
FRANCE	name	pink	distinctive	0.99
FRANCE	addr	alouette	distinctive	0.99
FRANCE	addr	ruat	distinctive	0.99
FRANCE	addr	charpentier	distinctive	0.99
FRANCE	addr	babin	distinctive	0.99
FRANCE	addr	valmy	distinctive	0.99
US	addr	william	distinctive	0.99
US	name	beacon	distinctive	0.99
INDIA	name	vikas	distinctive	0.99
FRANCE	name	yx	distinctive	0.99
INDIA	name	studios	generic_business	0.99
FRANCE	name	pierre	distinctive	0.99
FRANCE	name	atelier	generic_business	0.99
US	name	studios	generic_business	0.99
US	addr	ne	direction_or_connector	0.99
US	addr	trl	street_type	0.99
INDIA	name	palakkad	place	0.99
FRANCE	addr	beauvoir	distinctive	0.99
FRANCE	addr	valles	distinctive	0.99
FRANCE	addr	pelicans	distinctive	0.99
FRANCE	addr	billaudel	distinctive	0.99
FRANCE	name	kk	distinctive	0.99
FRANCE	name	ko	distinctive	0.99
FRANCE	name	ateliers	generic_business	0.99
US	name	network	generic_business	0.99
INDIA	name	kumar	distinctive	0.99
INDIA	name	pharmaceutical	generic_business	0.99
US	name	northside	place	0.99
US	name	realty	generic_business	0.99
FRANCE	name	medical	generic_business	0.99
FRANCE	name	batiment	generic_business	0.99
FRANCE	name	calais	place	0.99
FRANCE	addr	ondines	distinctive	0.99
INDIA	name	uday	distinctive	0.99
FRANCE	addr	bizet	distinctive	0.99
FRANCE	addr	chocqueel	distinctive	0.99
FRANCE	addr	littre	distinctive	0.99
FRANCE	addr	beaurepaire	distinctive	0.99
FRANCE	addr	hardy	distinctive	0.99
FRANCE	addr	rosendael	distinctive	0.99
FRANCE	addr	fontenoy	distinctive	0.99
INDIA	name	gyan	distinctive	0.99
FRANCE	addr	mariotte	distinctive	0.99
FRANCE	addr	dragon	distinctive	0.99
INDIA	name	riyael	distinctive	0.99
INDIA	name	prithvi	distinctive	0.99
INDIA	name	esrrerr	distinctive	0.99
INDIA	name	adhidhya	distinctive	0.99
FRANCE	addr	rivoli	distinctive	0.99
FRANCE	addr	muguet	distinctive	0.99
US	addr	parkway	street_type	0.99
INDIA	name	indu	distinctive	0.99
FRANCE	addr	colomb	distinctive	0.99
FRANCE	addr	villon	distinctive	0.99
FRANCE	addr	st	street_type	0.99
FRANCE	addr	all	street_type	0.99
INDIA	name	aviation	generic_business	0.99
INDIA	name	plantations	generic_business	0.99
INDIA	name	ghansdhrakshans	distinctive	0.99
INDIA	name	tech	generic_business	0.99
US	name	charities	generic_business	0.99
US	name	office	generic_business	0.99
US	name	massage	generic_business	0.99
INDIA	name	abheghs	distinctive	0.99
INDIA	name	muzaffarpur	place	0.99
FRANCE	name	vz	distinctive	0.99
FRANCE	name	colibris	distinctive	0.99
FRANCE	name	oz	distinctive	0.99
INDIA	name	trichy	place	0.99
US	addr	utah	state_or_region	0.99
US	addr	kentucky	state_or_region	0.99
US	addr	mt	state_or_region	0.99
INDIA	name	sahil	distinctive	0.99
INDIA	name	jasmine	distinctive	0.99
FRANCE	name	taxis	generic_business	0.99
FRANCE	name	golden	distinctive	0.99
FRANCE	addr	noel	distinctive	0.99
INDIA	name	imaging	generic_business	0.99
INDIA	name	neel	distinctive	0.99
US	addr	apartment	unit_or_building	0.99
US	addr	me	state_or_region	0.99
US	addr	columbus	city_or_town	0.99
US	name	learning	generic_business	0.99
INDIA	name	infrastructures	generic_business	0.99
INDIA	name	communication	generic_business	0.99
FRANCE	name	bordeaux	place	0.99
FRANCE	name	sport	generic_business	0.99
FRANCE	name	institut	generic_business	0.99
US	name	innovations	generic_business	0.99
US	name	ph	title	0.99
US	name	mortgage	generic_business	0.99
US	addr	wa	state_or_region	0.99
FRANCE	addr	houchard	distinctive	0.99
FRANCE	addr	ruelle	street_type	0.99
US	addr	henry	distinctive	0.99
FRANCE	name	lorraine	place	0.99
INDIA	name	paragon	distinctive	0.99
INDIA	name	olive	distinctive	0.99
INDIA	name	blyak	distinctive	0.99
INDIA	name	hyd	place	0.99
INDIA	name	jhay	distinctive	0.99
US	addr	indiana	state_or_region	0.99
US	addr	charlotte	city_or_town	0.99
FRANCE	addr	virginie	distinctive	0.99
FRANCE	addr	dubois	distinctive	0.99
INDIA	name	pink	distinctive	0.99
INDIA	name	kottayam	place	0.99
INDIA	name	lndustries	generic_business	0.99
INDIA	name	kansaltting	generic_business	0.99
FRANCE	name	cigale	distinctive	0.99
FRANCE	name	jq	distinctive	0.99
FRANCE	name	wx	distinctive	0.99
US	addr	texas	state_or_region	0.99
US	name	jackson	distinctive	0.99
US	name	properties	generic_business	0.99
US	name	property	generic_business	0.99
INDIA	name	entarpraisas	generic_business	0.99
FRANCE	name	gx	distinctive	0.99
FRANCE	addr	pl	street_type	0.99
US	name	veterinary	generic_business	0.99
US	name	software	generic_business	0.99
US	name	analytics	generic_business	0.99
US	name	media	generic_business	0.99
INDIA	name	padmavati	distinctive	0.99
INDIA	name	nirvana	distinctive	0.99
INDIA	name	kaverendra	distinctive	0.99
INDIA	name	kanha	distinctive	0.99
INDIA	name	jalna	place	0.99
US	addr	powell	distinctive	0.99
FRANCE	name	gaia	distinctive	0.99
US	name	industrial	generic_business	0.99
US	name	chemical	generic_business	0.99
INDIA	name	mercantile	generic_business	0.99
INDIA	name	system	generic_business	0.99
INDIA	name	sciences	generic_business	0.99
FRANCE	addr	quai	street_type	0.99
FRANCE	name	centre	generic_business	0.99
FRANCE	name	lille	place	0.99
FRANCE	name	club	generic_business	0.99
US	name	buck	distinctive	0.99
US	name	crowley	distinctive	0.99
US	name	hays	distinctive	0.99
FRANCE	name	etude	generic_business	0.99
US	addr	roosevelt	distinctive	0.99
INDIA	name	lakshya	distinctive	0.99
INDIA	name	megha	distinctive	0.99
INDIA	name	bhishan	distinctive	0.99
INDIA	name	chandan	distinctive	0.99
FRANCE	name	france	place	0.99
INDIA	addr	chandan	distinctive	0.99
FRANCE	name	developpement	generic_business	0.99
US	name	twisted	distinctive	0.99
US	name	design	generic_business	0.99
INDIA	name	sigma	distinctive	0.99
INDIA	name	dhiredhin	distinctive	0.99
INDIA	name	phoenix	distinctive	0.99
INDIA	name	delta	distinctive	0.99
INDIA	name	pearl	distinctive	0.99
INDIA	name	eagle	distinctive	0.99
FRANCE	addr	pagneau	distinctive	0.99
FRANCE	addr	montfaucon	distinctive	0.99
INDIA	name	ark	distinctive	0.99
INDIA	name	devices	generic_business	0.99
INDIA	name	sheetal	distinctive	0.99
INDIA	name	coatings	generic_business	0.99
INDIA	name	bhilwara	place	0.99
US	name	strong	distinctive	0.99
US	name	newport	place	0.99
US	name	frost	distinctive	0.99
US	name	lam	distinctive	0.99
US	name	blanco	distinctive	0.99
INDIA	name	samruddhi	distinctive	0.99
INDIA	name	samrat	distinctive	0.99
INDIA	name	cabs	generic_business	0.99
US	name	lucero	distinctive	0.99
FRANCE	addr	duhem	distinctive	0.99
FRANCE	addr	bastille	distinctive	0.99
US	addr	miller	distinctive	0.99
FRANCE	addr	peneau	distinctive	0.99
FRANCE	addr	rocher	distinctive	0.99
FRANCE	addr	lumiere	distinctive	0.99
INDIA	name	apollo	distinctive	0.99
INDIA	name	karma	distinctive	0.99
INDIA	name	uttam	distinctive	0.99
INDIA	name	solapur	place	0.99
INDIA	name	arka	distinctive	0.99
INDIA	name	ghirushna	distinctive	0.99
US	name	knoxville	place	0.99
US	name	wilmington	place	0.99
US	name	huerta	distinctive	0.99
US	name	whitney	distinctive	0.99
US	name	lucky	distinctive	0.99
INDIA	name	ernakulam	place	0.99
INDIA	name	property	generic_business	0.99
INDIA	name	films	generic_business	0.99
INDIA	name	equipments	generic_business	0.99
INDIA	name	learning	generic_business	0.99
INDIA	name	packaging	generic_business	0.99
US	name	berg	distinctive	0.99
US	addr	rte	street_type	0.99
INDIA	name	gokul	distinctive	0.99
FRANCE	name	meli	distinctive	0.99
FRANCE	name	eden	distinctive	0.99
US	name	mclean	distinctive	0.99
US	name	albuquerque	place	0.99
FRANCE	name	accompagnement	generic_business	0.99
FRANCE	name	ecole	generic_business	0.99
INDIA	name	dairy	generic_business	0.99
FRANCE	name	colombe	distinctive	0.99
INDIA	name	merchandise	generic_business	0.99
INDIA	name	entarapraijes	generic_business	0.99
US	name	payment	generic_business	0.99
US	name	packaging	generic_business	0.99
US	name	investment	generic_business	0.99
US	name	trinity	distinctive	0.99
INDIA	addr	leela	distinctive	0.99
INDIA	addr	mahendra	distinctive	0.99
FRANCE	addr	hortensias	distinctive	0.99
INDIA	name	modarna	distinctive	0.99
INDIA	name	bhabha	distinctive	0.99
FRANCE	addr	montebello	distinctive	0.99
US	name	santana	distinctive	0.99
US	name	morton	distinctive	0.99
US	name	horn	distinctive	0.99
US	name	marie	distinctive	0.99
US	name	carson	distinctive	0.99
INDIA	name	utkarsh	distinctive	0.99
INDIA	name	promotions	generic_business	0.99
INDIA	name	jhidhdhi	distinctive	0.99
INDIA	name	padma	distinctive	0.99
INDIA	name	dental	generic_business	0.99
US	name	dyer	distinctive	0.99
INDIA	name	geeta	distinctive	0.99
INDIA	name	priavte	legal_form	0.99
US	name	cameron	distinctive	0.99
US	name	norton	distinctive	0.99
US	name	tax	generic_business	0.99
INDIA	name	ahmadabad	place	0.99
INDIA	name	events	generic_business	0.99
FRANCE	name	poitou	place	0.99
INDIA	name	entarpraijes	generic_business	0.99
INDIA	name	bakery	generic_business	0.99
US	name	building	generic_business	0.99
INDIA	addr	infront	direction_or_connector	0.99
FRANCE	name	samsah	distinctive	0.99
INDIA	addr	rajinder	distinctive	0.99
INDIA	addr	trinity	distinctive	0.99
US	name	frederick	distinctive	0.99
FRANCE	addr	berteaux	distinctive	0.99
FRANCE	addr	grillaud	distinctive	0.99
US	addr	peters	distinctive	0.99
FRANCE	addr	barreyre	distinctive	0.99
FRANCE	addr	loti	distinctive	0.99
US	name	hoover	distinctive	0.99
FRANCE	addr	joseliere	distinctive	0.99
FRANCE	addr	delphin	distinctive	0.99
FRANCE	addr	samain	distinctive	0.99
US	name	stokes	distinctive	0.99
INDIA	addr	shubham	distinctive	0.99
INDIA	name	travel	generic_business	0.99
INDIA	name	provision	generic_business	0.99
INDIA	name	stors	generic_business	0.99
INDIA	addr	kasturba	distinctive	0.99
FRANCE	name	producteurs	generic_business	0.99
INDIA	addr	vinayaka	distinctive	0.99
US	name	bldg	generic_business	0.99
US	name	spa	generic_business	0.99
INDIA	name	microfinance	generic_business	0.99
INDIA	name	hans	distinctive	0.99
US	name	tyler	distinctive	0.99
INDIA	name	coral	distinctive	0.99
INDIA	name	vasant	distinctive	0.99
US	name	rocha	distinctive	0.99
FRANCE	addr	garibaldi	distinctive	0.99
FRANCE	name	jm	distinctive	0.99
FRANCE	name	kx	distinctive	0.99
FRANCE	addr	roux	distinctive	0.99
US	name	sharp	distinctive	0.99
US	name	potter	distinctive	0.99
US	name	lang	distinctive	0.99
US	name	vu	distinctive	0.99
US	name	wolf	distinctive	0.99
US	name	morrow	distinctive	0.99
US	name	walker	distinctive	0.99
INDIA	name	vasai	place	0.99
INDIA	name	shanti	distinctive	0.99
INDIA	name	jupiter	distinctive	0.99
US	name	sciences	generic_business	0.99
INDIA	addr	bhikaji	distinctive	0.99
FRANCE	name	hotel	generic_business	0.99
INDIA	name	siddhivinayak	distinctive	0.99
FRANCE	addr	naujac	distinctive	0.99
INDIA	name	ghirin	distinctive	0.99
INDIA	name	vrait	distinctive	0.99
INDIA	name	ratna	distinctive	0.99
INDIA	name	fisheries	generic_business	0.99
US	name	cannon	distinctive	0.99
US	name	sacramento	place	0.99
US	name	cincinnati	place	0.99
US	name	norman	distinctive	0.99
INDIA	addr	shreeji	distinctive	0.99
INDIA	addr	sambhaji	distinctive	0.99
FRANCE	addr	phenix	distinctive	0.99
US	name	payroll	generic_business	0.99
US	name	broadcast	generic_business	0.99
US	name	nutrition	generic_business	0.99
US	name	credit	generic_business	0.99
US	name	diagnostic	generic_business	0.99
US	name	pharmaceuticals	generic_business	0.99
US	name	baker	distinctive	0.99
US	name	diagnostics	generic_business	0.99
INDIA	name	arun	distinctive	0.99
INDIA	name	akash	distinctive	0.99
INDIA	name	harmony	distinctive	0.99
INDIA	name	borivali	place	0.99
INDIA	name	crescent	distinctive	0.99
FRANCE	addr	massacre	distinctive	0.99
US	name	ayala	distinctive	0.99
FRANCE	addr	lelasseur	distinctive	0.99
FRANCE	addr	bonheur	distinctive	0.99
INDIA	name	uttar	place	0.99
INDIA	name	realtors	generic_business	0.99
INDIA	name	innovations	generic_business	0.99
FRANCE	addr	stendhal	distinctive	0.99
FRANCE	addr	gavy	distinctive	0.99
FRANCE	addr	heriot	distinctive	0.99
FRANCE	name	entreprises	generic_business	0.99
FRANCE	name	immobilier	generic_business	0.99
FRANCE	name	entrepreneurs	generic_business	0.99
FRANCE	addr	cedres	distinctive	0.99
FRANCE	addr	chanoine	distinctive	0.99
FRANCE	addr	merle	distinctive	0.99
US	name	powers	distinctive	0.99
US	name	fletcher	distinctive	0.99
US	name	caldwell	distinctive	0.99
US	name	dallas	place	0.99
US	name	lowe	distinctive	0.99
US	name	campos	distinctive	0.99
US	name	avila	distinctive	0.99
US	name	howell	distinctive	0.99
US	name	wu	distinctive	0.99
INDIA	addr	nadu	state_or_region	0.99
FRANCE	addr	juillet	distinctive	0.99
FRANCE	addr	galilee	distinctive	0.99
